V1,V2,dV,I,P
4.164809226989746,3.5841643810272217,0.5806448459625244,0.2903224229812622,0.1685742185714218
4.122580528259277,3.5472140312194824,0.5753664970397949,0.2876832485198974,0.1655233029579221
4.096187591552734,3.526099681854248,0.5700879096984863,0.2850439548492431,0.1625001123921947
4.080351829528809,3.5841643810272217,0.4961874485015869,0.2480937242507934,0.1231009920252574
4.064516067504883,3.552492618560791,0.5120234489440918,0.2560117244720459,0.1310840061343015
4.048680305480957,3.5313782691955566,0.5173020362854004,0.2586510181427002,0.1338006983725108
4.03812313079834,3.5313782691955566,0.5067448616027832,0.2533724308013916,0.1283951773804119
4.022287368774414,3.563050031661988,0.4592373371124267,0.2296186685562133,0.1054494658990563
4.011730194091797,3.552492618560791,0.4592375755310058,0.2296187877655029,0.1054495753897981
4.00117301940918,3.526099681854248,0.4750733375549316,0.2375366687774658,0.112847338027791
3.995894432067871,3.536656856536865,0.4592375755310058,0.2296187877655029,0.1054495753897981
3.985337257385254,3.5102639198303223,0.4750733375549316,0.2375366687774658,0.112847338027791
3.969501495361328,3.5102639198303223,0.4592375755310058,0.2296187877655029,0.1054495753897981
3.9483871459960938,3.48387098312378,0.4645161628723144,0.2322580814361572,0.1078876327848092
3.932551383972168,3.468035221099853,0.4645161628723144,0.2322580814361572,0.1078876327848092
3.916715621948242,3.462756633758545,0.4539589881896972,0.2269794940948486,0.1030393814791068
3.900879859924317,3.436363697052002,0.4645161628723144,0.2322580814361572,0.1078876327848092
3.890322685241699,3.446920871734619,0.4434018135070801,0.22170090675354,0.0983025841106837
3.8744869232177734,3.409970760345459,0.46451616287231445,0.23225808143615723,0.10788763278480928
